क्र.सं.,जिल्ला,प्रतिनिधि सभा निर्वाचन क्षेत्र,राजनीतिक दल / स्वतन्त्र,उम्मेदवारको नाम,उमेर,लिङ्ग
2907,प्यूठान,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सूर्य बहादुर थापा क्षेत्री,51,पुरुष
2908,प्यूठान,1,नेपाली काँग्रेस,डा .गोविन्द राज पोखरेल,59,पुरुष
2909,प्यूठान,1,राष्ट्रिय प्रजातन्त्र पार्टी,धनेश्‍वर पण्डित,32,पुरुष
2910,प्यूठान,1,राष्ट्रिय जनमोर्चा,तिलक बहादुर जी.सी,59,पुरुष
2911,प्यूठान,1,नेपाल कम्युनिष्ट पार्टी (संयुक्त),नबिन कुमार कक्षपति,44,पुरुष
2912,प्यूठान,1,नेपाली जनता दल,विमल प्रसाद पोखरेल,43,पुरुष
2913,प्यूठान,1,मंगोल नेशनल अर्गनाइजेसन,हर्क बहादुर पुन,36,पुरुष
2914,प्यूठान,1,राष्ट्रिय स्वतन्त्र पार्टी,सुशान्त वैदिक,31,पुरुष
2915,प्यूठान,1,आम जनता पार्टी(एकल चुनाव चिन्ह),रोम बहादुर थापा मगर,45,पुरुष
2916,प्यूठान,1,नेशनल रिपब्लिक नेपाल,तारा सिं थापा मगर,32,पुरुष
2917,प्यूठान,1,नेपाली कम्युनिष्ट पार्टी,कृष्‍ण ध्वज खड्का,62,पुरुष
2918,प्यूठान,1,प्रगतिशील लोकतान्त्रिक पार्टी,श्‍याम लाल गहतराज,36,पुरुष
2919,प्यूठान,1,श्रम संस्कृति पार्टी,गोविन्द गिरी,52,पुरुष
2920,प्यूठान,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),सीता वि.क.,45,महिला
2921,सल्यान,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),गुलाव जंग शाह,60,पुरुष
2922,सल्यान,1,नेपाली काँग्रेस,केश बहादुर विष्ट,57,पुरुष
2923,सल्यान,1,राष्ट्रिय प्रजातन्त्र पार्टी,अनिशा नेपाली,32,महिला
2924,सल्यान,1,राष्ट्रिय जनमोर्चा,कमला डाँगी,31,महिला
2925,सल्यान,1,नेपाल मजदुर किसान पार्टी,लाल बहादुर थापा क्षेत्री,51,पुरुष
2926,सल्यान,1,मंगोल नेशनल अर्गनाइजेसन,बाला सिंह घर्ती,60,पुरुष
2927,सल्यान,1,राष्ट्रिय स्वतन्त्र पार्टी,ललित कुमार चन्द,42,पुरुष
2928,सल्यान,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मानसिंगे कामी,57,पुरुष
2929,सल्यान,1,नेशनल रिपब्लिक नेपाल,डिल्ली बहादुर घर्ती,51,पुरुष
2930,सल्यान,1,नेपाली कम्युनिष्ट पार्टी,रमेश कुमार मल्ल,47,पुरुष
2931,सल्यान,1,प्रगतिशील लोकतान्त्रिक पार्टी,सन्तोष कुमार राई,65,पुरुष
2932,सल्यान,1,संयुक्त नागरिक पार्टी,कालिदास वि.क.,32,पुरुष
2933,सल्यान,1,श्रम संस्कृति पार्टी,धन बहादुर बुढामगर,53,पुरुष
2934,सल्यान,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),चन्द्र बहादुर खड्का,48,पुरुष
2935,सल्यान,1,स्वतन्त्र,ध्रुव राज वली,31,पुरुष
2936,सल्यान,1,स्वतन्त्र,जुद्ध बहादुर सिंह,30,पुरुष
2937,दाङ,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),रेवतीरमण शर्मा घिमिरे,68,पुरुष
2938,दाङ,1,नेपाली काँग्रेस,योगेन्द्र चौधरी,51,पुरुष
2939,दाङ,1,राष्ट्रिय प्रजातन्त्र पार्टी,विनय वि.सी.,32,पुरुष
2940,दाङ,1,राष्ट्रिय जनमोर्चा,गणेश प्रसाद आचार्य,44,पुरुष
2941,दाङ,1,मंगोल नेशनल अर्गनाइजेसन,खुम बहादुर गाहा मगर,46,पुरुष
2942,दाङ,1,"जनता समाजवादी पार्टी, नेपाल",भरतलाल चौधरी,47,पुरुष
2943,दाङ,1,राष्ट्रिय स्वतन्त्र पार्टी,देवराज पाठक,60,पुरुष
2944,दाङ,1,आम जनता पार्टी(एकल चुनाव चिन्ह),सिताराम यादव,50,पुरुष
2945,दाङ,1,नेशनल रिपब्लिक नेपाल,मिन बहादुर ठेडी मगर,48,पुरुष
2946,दाङ,1,नेपाली कम्युनिष्ट पार्टी,मेटमणी चौधरी,52,पुरुष
2947,दाङ,1,राष्ट्रिय परिवर्तन पार्टी,रन्जित चौधरी,32,पुरुष
2948,दाङ,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),प्रकाश शाही,40,पुरुष
2949,दाङ,1,स्वतन्त्र,कुल प्रसाद के.सी,55,पुरुष
2950,दाङ,1,स्वतन्त्र,मालिकराम यादव,69,पुरुष
2951,दाङ,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),शंकर पोख्रेल,63,पुरुष
2952,दाङ,2,नेपाली काँग्रेस,किरण किशोर घिमिरे,63,पुरुष
2953,दाङ,2,राष्ट्रिय प्रजातन्त्र पार्टी,ऋषि केश पोख्रेल,53,पुरुष
2954,दाङ,2,राष्ट्रिय जनमोर्चा,मनिराम खनाल,50,पुरुष
2955,दाङ,2,नेपाल मजदुर किसान पार्टी,नवीन कुमार शाही,49,पुरुष
2956,दाङ,2,राष्ट्रिय जनमुक्ति पार्टी,रविन्द्र उच्च नेपाली,55,पुरुष
2957,दाङ,2,मंगोल नेशनल अर्गनाइजेसन,अम्मर बहादुर बुढा,51,पुरुष
2958,दाङ,2,मितेरी पार्टी नेपाल,रेख बहादुर पुन मगर,34,पुरुष
2959,दाङ,2,"जनता समाजवादी पार्टी, नेपाल",ढुण्डीराज थापा,38,पुरुष
2960,दाङ,2,राष्ट्रिय स्वतन्त्र पार्टी,विपिन कुमार आचार्य,39,पुरुष
2961,दाङ,2,आम जनता पार्टी(एकल चुनाव चिन्ह),कृष्ण बहादुर सुनार,50,पुरुष
2962,दाङ,2,नेशनल रिपब्लिक नेपाल,जितन पुन,48,पुरुष
2963,दाङ,2,नेपाली कम्युनिष्ट पार्टी,निर्मल आचार्य,49,पुरुष
2964,दाङ,2,प्रगतिशील लोकतान्त्रिक पार्टी,प्रतिक अधिकारी,26,पुरुष
2965,दाङ,2,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",झरेन्द्र बहादुर खत्री,45,पुरुष
2966,दाङ,2,स्वतन्त्र,बालाराम पौडेल,43,पुरुष
2967,दाङ,2,स्वतन्त्र,विष्णु कुमारी भुसाल,44,महिला
2968,दाङ,2,स्वतन्त्र,कल्‍पना लामा,36,महिला
2969,दाङ,2,स्वतन्त्र,पदम प्रसाद पाण्‍डे,52,पुरुष
2970,दाङ,2,स्वतन्त्र,धर्मराज शर्मा,46,पुरुष
2971,दाङ,2,स्वतन्त्र,बिष्णु बिक्रम सेन वली,29,पुरुष
2972,दाङ,2,स्वतन्त्र,समिर वली,30,पुरुष
2973,दाङ,2,स्वतन्त्र,लाल बहादुर खत्री,53,पुरुष
2974,दाङ,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),घनश्याम पाण्डे,52,पुरुष
2975,दाङ,3,नेपाली काँग्रेस,दिपक गिरी,63,पुरुष
2976,दाङ,3,राष्ट्रिय प्रजातन्त्र पार्टी,दामोदर भण्डारी,57,पुरुष
2977,दाङ,3,राष्ट्रिय जनमोर्चा,कमला जि सी,63,महिला
2978,दाङ,3,मंगोल नेशनल अर्गनाइजेसन,घनश्याम चौधरी,44,पुरुष
2979,दाङ,3,मितेरी पार्टी नेपाल,सन्तोष सिंह,45,पुरुष
2980,दाङ,3,"जनता समाजवादी पार्टी, नेपाल",शोभा डाँगी,43,महिला
2981,दाङ,3,राष्ट्रिय स्वतन्त्र पार्टी,कमल सुबेदी,38,पुरुष
2982,दाङ,3,आम जनता पार्टी(एकल चुनाव चिन्ह),पाण्डवी नेपाली,47,महिला
2983,दाङ,3,नेशनल रिपब्लिक नेपाल,प्रितम चौधरी,44,पुरुष
2984,दाङ,3,नेपाली कम्युनिष्ट पार्टी,धन बहादुर मास्की,49,पुरुष
2985,दाङ,3,प्रगतिशील लोकतान्त्रिक पार्टी,घनश्‍याम डांगी,40,पुरुष
2986,दाङ,3,संयुक्त नागरिक पार्टी,दलविर कामी,59,पुरुष
2987,दाङ,3,श्रम संस्कृति पार्टी,टोप बहादुर महतरा,54,पुरुष
2988,दाङ,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),बल बहादुर ओली,69,पुरुष
2989,दाङ,3,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",महेश चौधरि,36,पुरुष
2990,दाङ,3,स्वतन्त्र,यम बहादुर वस्नेत,38,पुरुष
2991,दाङ,3,स्वतन्त्र,,,
2992,दाङ,3,स्वतन्त्र,सुरेश नेपाली,31,पुरुष
2993,दाङ,3,स्वतन्त्र,महेश डाँगी,40,पुरुष
2994,दाङ,3,स्वतन्त्र,प्रेम वहादुर वली,32,पुरुष
2995,दाङ,3,स्वतन्त्र,भागिराम चौधरी,31,पुरुष
2996,दाङ,3,स्वतन्त्र,भरत परियार,42,पुरुष
2997,दाङ,3,स्वतन्त्र,इन्द्र बहादुर बस्नेत,35,पुरुष
2998,दाङ,3,स्वतन्त्र,सप्रिक कंडेल,32,पुरुष
2999,डोल्पा,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),लंक बहादुर रोकाया,35,पुरुष
3000,डोल्पा,1,नेपाली काँग्रेस,कर्ण बहादुर बुढा,62,पुरुष
3001,डोल्पा,1,राष्ट्रिय प्रजातन्त्र पार्टी,हरि प्रसाद डाँगी,43,पुरुष
3002,डोल्पा,1,मितेरी पार्टी नेपाल,जुनु भण्डारी,32,महिला
3003,डोल्पा,1,राष्ट्रिय स्वतन्त्र पार्टी,देव सिहं ऐडी,34,पुरुष
3004,डोल्पा,1,नेपाली कम्युनिष्ट पार्टी,धन बहादुर बुढा,51,पुरुष
3005,डोल्पा,1,प्रगतिशील लोकतान्त्रिक पार्टी,विकाश बुढा,26,पुरुष
3006,डोल्पा,1,उज्यालो नेपाल पार्टी,दिल बहादुर बिस्ट,67,पुरुष
3007,डोल्पा,1,स्वतन्त्र,ओमेन्द्र बहादुर के.सी.,46,पुरुष
3008,मुगु,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),पूर्ण बहादुर रोकाया,54,पुरुष
3009,मुगु,1,नेपाली काँग्रेस,खड्ग शाही,58,पुरुष
3010,मुगु,1,राष्ट्रिय प्रजातन्त्र पार्टी,बल बहादुर मल्ल,50,पुरुष
3011,मुगु,1,राष्ट्रिय स्वतन्त्र पार्टी,भुवन टमटा,25,पुरुष
3012,मुगु,1,नेपाली कम्युनिष्ट पार्टी,चन्द्र बहादुर शाही,64,पुरुष
3013,मुगु,1,प्रगतिशील लोकतान्त्रिक पार्टी,ऐटन कुमार मल्‍ल,48,पुरुष
3014,मुगु,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),रंगविर परियार,47,पुरुष
3015,जुम्ला,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),शान्ति लाल महत,63,पुरुष
3016,जुम्ला,1,नेपाली काँग्रेस,दिप बहादुर शाही,66,पुरुष
3017,जुम्ला,1,राष्ट्रिय प्रजातन्त्र पार्टी,ज्ञान बहादुर शाही,34,पुरुष
3018,जुम्ला,1,नेपाल मजदुर किसान पार्टी,बिर्ष बहादुर रावत,59,पुरुष
3019,जुम्ला,1,नेपाल जनता पार्टी,रनील विक्रम शाही,26,पुरुष
3020,जुम्ला,1,राष्ट्रिय स्वतन्त्र पार्टी,बिनिता कठायत,29,महिला
3021,जुम्ला,1,नेपाली कम्युनिष्ट पार्टी,नरेश भण्‍डारी,47,पुरुष
3022,जुम्ला,1,प्रगतिशील लोकतान्त्रिक पार्टी,मनऋषि धिताल,47,पुरुष
3023,जुम्ला,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),विर्ख बहादुर शाही,52,पुरुष
3024,जुम्ला,1,स्वतन्त्र,भक्त बहादुर रावल,47,पुरुष
3025,कालिकोट,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),श्री नगीन्द्र शाही,46,पुरुष
3026,कालिकोट,1,नेपाली काँग्रेस,हर्ष बहादुर बम,51,पुरुष
3027,कालिकोट,1,राष्ट्रिय प्रजातन्त्र पार्टी,सुर्य बहादुर शाही,60,पुरुष
3028,कालिकोट,1,राष्ट्रिय जनमोर्चा,अज बहादुर गिरी,62,पुरुष
3029,कालिकोट,1,नेपाल मजदुर किसान पार्टी,नन्द बहादुर शाही,67,पुरुष
3030,कालिकोट,1,देशभक्त समाज,प्रेमसिंह तिरुवा,40,पुरुष
3031,कालिकोट,1,राष्ट्रिय स्वतन्त्र पार्टी,प्रकाश न्यौपाने,31,पुरुष
3032,कालिकोट,1,नेपाली कम्युनिष्ट पार्टी,महेन्द्र बहादुर शाही,49,पुरुष
3033,कालिकोट,1,प्रगतिशील लोकतान्त्रिक पार्टी,धर्म राज न्यौपाने,37,पुरुष
3034,कालिकोट,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),खडग वहादुर विश्वकर्मा,57,पुरुष
3035,कालिकोट,1,स्वतन्त्र,भुपेन्द्र जंग शाही,43,पुरुष
3036,कालिकोट,1,स्वतन्त्र,जीवन बुढा,46,पुरुष
3037,कालिकोट,1,स्वतन्त्र,अस्मिन कुमार विष्ट,27,पुरुष
3038,कालिकोट,1,स्वतन्त्र,मान बहादुर तिरुवा,26,पुरुष
3039,हुम्ला,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),दल फडेरा,50,पुरुष
3040,हुम्ला,1,नेपाली काँग्रेस,जय पती रोकाया,47,पुरुष
3041,हुम्ला,1,राष्ट्रिय प्रजातन्त्र पार्टी,छक्क बुढा,30,पुरुष
3042,हुम्ला,1,मितेरी पार्टी नेपाल,जय बहादुर शाही,33,पुरुष
3043,हुम्ला,1,राष्ट्रिय स्वतन्त्र पार्टी,टासी ल्हान्जोम,26,महिला
3044,हुम्ला,1,नेपाली कम्युनिष्ट पार्टी,दीपेन्द्र रोकाया,47,पुरुष
3045,हुम्ला,1,प्रगतिशील लोकतान्त्रिक पार्टी,जटिल कार्की,30,पुरुष
3046,हुम्ला,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),कुम्भ वुढा,51,पुरुष
3047,जाजरकोट,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),डम्बर बहादुर सिंह,61,पुरुष
3048,जाजरकोट,1,नेपाली काँग्रेस,खडक वहादुर वुढा,40,पुरुष
3049,जाजरकोट,1,राष्ट्रिय प्रजातन्त्र पार्टी,कृष्ण बिक्रम शाह,54,पुरुष
3050,जाजरकोट,1,राष्ट्रिय जनमोर्चा,रत्न बहादुर खड्का,63,पुरुष
3051,जाजरकोट,1,नेपाल मजदुर किसान पार्टी,धनी राम जैसी,63,पुरुष
3052,जाजरकोट,1,मंगोल नेशनल अर्गनाइजेसन,कमान बुढा मगर,25,पुरुष
3053,जाजरकोट,1,राष्ट्रिय स्वतन्त्र पार्टी,राघब​ कार्की,50,पुरुष
3054,जाजरकोट,1,नेपाली कम्युनिष्ट पार्टी,शक्ति बहादुर वस्नेत,56,पुरुष
3055,जाजरकोट,1,प्रगतिशील लोकतान्त्रिक पार्टी,मेघ बहादुर ओली,59,पुरुष
3056,जाजरकोट,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),बल बहादुर मल्ल,40,पुरुष
3057,जाजरकोट,1,उज्यालो नेपाल पार्टी,कर्ण बहादुर नेपाली,39,पुरुष
3058,दैलेख,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),रविन्द्र राज शर्मा,61,पुरुष
3059,दैलेख,1,नेपाली काँग्रेस,बासना थापा,45,महिला
3060,दैलेख,1,राष्ट्रिय प्रजातन्त्र पार्टी,रण बहादुर सिंह,52,पुरुष
3061,दैलेख,1,राष्ट्रिय जनमोर्चा,नर बहादुर सिंह,42,पुरुष
3062,दैलेख,1,नेपाल मजदुर किसान पार्टी,जगत वहादुर ओली,57,पुरुष
3063,दैलेख,1,राष्ट्रिय स्वतन्त्र पार्टी,नन्द किशोर बस्नेत,58,पुरुष
3064,दैलेख,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मेनका श्रेष्ठ,42,महिला
3065,दैलेख,1,नेपाली कम्युनिष्ट पार्टी,अम्मर बहादुर थापा,70,पुरुष
3066,दैलेख,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),रामलाल बिश्वकर्मा,53,पुरुष
3067,दैलेख,1,स्वतन्त्र,लोग बहादुर बोगटी,65,पुरुष
3068,दैलेख,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),लक्ष्मी प्रसाद पोखरेल,63,पुरुष
3069,दैलेख,2,नेपाली काँग्रेस,दिक्पाल कुमार शाहि,64,पुरुष
3070,दैलेख,2,राष्ट्रिय प्रजातन्त्र पार्टी,बविता कुमारी शाही,42,महिला
3071,दैलेख,2,राष्ट्रिय जनमोर्चा,कमल बहादुर बरै मगर,52,पुरुष
3072,दैलेख,2,नेपाल मजदुर किसान पार्टी,वखत बहादुर थापा,50,पुरुष
3073,दैलेख,2,राष्ट्रिय स्वतन्त्र पार्टी,बखत बहादुर शाही,56,पुरुष
3074,दैलेख,2,आम जनता पार्टी(एकल चुनाव चिन्ह),तिर्था कुमारी बशीं मगर बि.क.,27,महिला
3075,दैलेख,2,नेपाली कम्युनिष्ट पार्टी,योगेन्द्र वहादुर शाही,51,पुरुष
3076,दैलेख,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),कलम सिंह,45,पुरुष
3077,दैलेख,2,स्वतन्त्र,लाल बहादुर कठायत,38,पुरुष
3078,दैलेख,2,स्वतन्त्र,हिम बहादुर शाही,26,पुरुष
3079,सुर्खेत,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),ध्रुवकुमार शाही,55,पुरुष
3080,सुर्खेत,1,नेपाली काँग्रेस,विष्णु बहादुर खड्का,58,पुरुष
3081,सुर्खेत,1,राष्ट्रिय प्रजातन्त्र पार्टी,रवि हमाल ठकुरी,28,पुरुष
3082,सुर्खेत,1,राष्ट्रिय जनमोर्चा,मोहन थापा,56,पुरुष
3083,सुर्खेत,1,नेपाल मजदुर किसान पार्टी,गज बहादुर खपतडी मगर,54,पुरुष
3084,सुर्खेत,1,मितेरी पार्टी नेपाल,प्रकाश बुढा मगर,30,पुरुष
3085,सुर्खेत,1,"जनता समाजवादी पार्टी, नेपाल",धनसिं सार्कि,50,पुरुष
3086,सुर्खेत,1,राष्ट्रिय स्वतन्त्र पार्टी,टेक बहादुर सिंह ठकुरी,54,पुरुष
3087,सुर्खेत,1,आम जनता पार्टी(एकल चुनाव चिन्ह),रमेश सेन्चुरी,52,पुरुष
3088,सुर्खेत,1,नेपाली कम्युनिष्ट पार्टी,जित बहादुर राना,54,पुरुष
3089,सुर्खेत,1,श्रम संस्कृति पार्टी,विर बहादुर राना,55,पुरुष
3090,सुर्खेत,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),हिरु शाही,56,पुरुष
3091,सुर्खेत,1,उज्यालो नेपाल पार्टी,ठम्मरबहादुर विष्ट,54,पुरुष
3092,सुर्खेत,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),कुलमणि देवकोटा,52,पुरुष
3093,सुर्खेत,2,नेपाली काँग्रेस,नारायण कुमार कोइराला,52,पुरुष
3094,सुर्खेत,2,राष्ट्रिय प्रजातन्त्र पार्टी,कबि राम पुरी,56,पुरुष
3095,सुर्खेत,2,राष्ट्रिय जनमोर्चा,पूर्ण बहादुर शाही,63,पुरुष
3096,सुर्खेत,2,नेपाल कम्युनिष्ट पार्टी (संयुक्त),प्रेम बहादुर तारामी,56,पुरुष
3097,सुर्खेत,2,नेपाल मजदुर किसान पार्टी,तुल्छी खडका,43,महिला
3098,सुर्खेत,2,"जनता समाजवादी पार्टी, नेपाल",दिप बहादुर नेपाली,63,पुरुष
3099,सुर्खेत,2,राष्ट्रिय स्वतन्त्र पार्टी,रमेश कुमार सापकोटा,46,पुरुष
3100,सुर्खेत,2,नेपाली कम्युनिष्ट पार्टी,झक बहादुर मल्ल,46,पुरुष
3101,सुर्खेत,2,गतिशील लोकतान्त्रिक पार्टी,पवन थापा मगर,28,पुरुष
3102,सुर्खेत,2,श्रम संस्कृति पार्टी,राजेन्द्र रामजाली,50,पुरुष
3103,सुर्खेत,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),धर्मराज देवकोटा,41,पुरुष
3104,सुर्खेत,2,उज्यालो नेपाल पार्टी,गम्भीर सिह भुल,35,पुरुष
3105,सुर्खेत,2,नेपाल जनसेवा पार्टी,हृदयन्द्र अधिकारी,26,पुरुष
3106,सुर्खेत,2,स्वतन्त्र,रमेश परियार,40,पुरुष
3107,सुर्खेत,2,स्वतन्त्र,कृष्ण खत्री,27,पुरुष
3108,सुर्खेत,2,स्वतन्त्र,उदीराम चुनारा,56,पुरुष
3109,बाँके,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य प्रसाद ढकाल,53,पुरुष
3110,बाँके,1,नेपाली काँग्रेस,नारायण प्रसाद गौडेल,60,पुरुष
3111,बाँके,1,राष्ट्रिय प्रजातन्त्र पार्टी,प्रदिप कुमार शाह,63,पुरुष
3112,बाँके,1,राष्ट्रिय जनमोर्चा,तुलसी राम सापकोटा,68,पुरुष
3113,बाँके,1,नेपाल मजदुर किसान पार्टी,सुर्जा थापा,40,महिला
3114,बाँके,1,मंगोल नेशनल अर्गनाइजेसन,फेरुलाल चौधरी,48,पुरुष
3115,बाँके,1,"जनता समाजवादी पार्टी, नेपाल",राजेन्द्र कुमार विश्वकर्मा,45,पुरुष
3116,बाँके,1,राष्ट्रिय स्वतन्त्र पार्टी,सुरेश कुमार चौधरी,56,पुरुष
3117,बाँके,1,नेपाली कम्युनिष्ट पार्टी,नरेन्द्र प्रसाद पाण्डे,49,पुरुष
3118,बाँके,1,प्रगतिशील लोकतान्त्रिक पार्टी,कृष्णा के.सी.,46,महिला
3119,बाँके,1,श्रम संस्कृति पार्टी,भरत निधी तिवारी,34,पुरुष
3120,बाँके,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),दिपक वुढाथोकी,29,पुरुष
3121,बाँके,1,उज्यालो नेपाल पार्टी,धन बहादुर खड्का,43,पुरुष
3122,बाँके,1,स्वतन्त्र,दिवाकर​ शर्मा,39,पुरुष
3123,बाँके,1,स्वतन्त्र,,,
3124,बाँके,1,स्वतन्त्र,,,
3125,बाँके,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),मोहम्मद इश्तियाक राई,46,पुरुष
3126,बाँके,2,नेपाली काँग्रेस,सुधान्सु कोइराला,50,पुरुष
3127,बाँके,2,राष्ट्रिय प्रजातन्त्र पार्टी,ऋषि राज देवकोटा,48,पुरुष
3128,बाँके,2,राष्ट्रिय जनमोर्चा,जगदीश ढकाल,54,पुरुष
3129,बाँके,2,नेपाल मजदुर किसान पार्टी,प्रकाश शाह,48,पुरुष
3130,बाँके,2,नेपाल जनता पार्टी,,,
3131,बाँके,2,जनमत पार्टी,मो. आजाद साई,34,पुरुष
3132,बाँके,2,"जनता समाजवादी पार्टी, नेपाल",कमरुद्दीन राई,48,पुरुष
3133,बाँके,2,राष्ट्रिय स्वतन्त्र पार्टी,विवेक कुमार श्रेष्ठ,43,पुरुष
3134,बाँके,2,आम जनता पार्टी(एकल चुनाव चिन्ह),अब्दुल उमर साई,44,पुरुष
3135,बाँके,2,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),,,
3136,बाँके,2,नेपाली कम्युनिष्ट पार्टी,दिपेन्द्र बिष्‍ट,37,पुरुष
3137,बाँके,2,प्रगतिशील लोकतान्त्रिक पार्टी,माजिद अली शेष,53,पुरुष
3138,बाँके,2,राष्ट्रिय एकता दल,सिताराम यादव,41,पुरुष
3139,बाँके,2,जय मातृभूमि पार्टी,गोपाल प्रसाद गीरी,58,पुरुष
3140,बाँके,2,श्रम संस्कृति पार्टी,राम चरण चौधरी,42,पुरुष
3141,बाँके,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),महेन्द्र प्रकाश चन्द,45,पुरुष
3142,बाँके,2,उज्यालो नेपाल पार्टी,शैलेन्द्र कुमार कर्ण,58,पुरुष
3143,बाँके,2,राष्ट्रिय जनमत पार्टी,इरफान अहमद शेख,40,पुरुष
3144,बाँके,2,स्वतन्त्र,मनोज कुमार चौधरी,50,पुरुष
3145,बाँके,2,स्वतन्त्र,विपेन्द्र लामा तामाङ्ग,37,पुरुष
3146,बाँके,2,स्वतन्त्र,सौभाग्य जंग शाह,37,पुरुष
3147,बाँके,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुमन मल्ल,42,पुरुष
3148,बाँके,3,नेपाली काँग्रेस,अमर सिह पुन,56,पुरुष
3149,बाँके,3,राष्ट्रिय प्रजातन्त्र पार्टी,तारक सिंह थारु,62,पुरुष
3150,बाँके,3,राष्ट्रिय जनमोर्चा,मन बहादुर सुनार,50,पुरुष
3151,बाँके,3,नेपाल मजदुर किसान पार्टी,भुमी महत्तरा,40,महिला
3152,बाँके,3,मंगोल नेशनल अर्गनाइजेसन,मनोज कुमार थारु,37,पुरुष
3153,बाँके,3,मितेरी पार्टी नेपाल,रुप कुमार चन्द,37,पुरुष
3154,बाँके,3,जनमत पार्टी,फिरोज खाँ,29,पुरुष
3155,बाँके,3,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),चन्द्र विर कामी,56,पुरुष
3156,बाँके,3,"जनता समाजवादी पार्टी, नेपाल",सुर्य लाल यादव,44,पुरुष
3157,बाँके,3,राष्ट्रिय स्वतन्त्र पार्टी,खगेन्द्र सुनार,35,पुरुष
3158,बाँके,3,आम जनता पार्टी(एकल चुनाव चिन्ह),बिधा शर्मा,47,महिला
3159,बाँके,3,नेपाली कम्युनिष्ट पार्टी,कान्तु राम गौतम,66,पुरुष
3160,बाँके,3,प्रगतिशील लोकतान्त्रिक पार्टी,तेज प्रसाद भण्डारी,51,पुरुष
3161,बाँके,3,श्रम संस्कृति पार्टी,ओमकार थापा मगर,41,पुरुष
3162,बाँके,3,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",ध्रुव राज थारु,39,पुरुष
3163,बाँके,3,राष्ट्रिय जनमत पार्टी,मुबारक अली दर्जी,36,पुरुष
3164,बाँके,3,स्वतन्त्र,भगवती शाह,60,महिला
3165,बाँके,3,स्वतन्त्र,सूर्य प्रसाद रेग्मी,45,पुरुष
3166,बाँके,3,स्वतन्त्र,पदम बहादुर घर्ती मगर,28,पुरुष
3167,बाँके,3,स्वतन्त्र,चेत बहादुर वली,29,पुरुष
3168,बाँके,3,स्वतन्त्र,भिम बहादुर सुनार,45,पुरुष
3169,बर्दिया,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सालीक राम अधिकारी,56,पुरुष
3170,बर्दिया,1,नेपाली काँग्रेस,संजय कुमार गौतम,62,पुरुष
